game_id,time,P0_species,P0_Ability,P0_AddToControlGroup,P0_Camera,P0_ControlGroup,P0_GetControlGroup,P0_RightClick,P0_Selection,P0_SetControlGr6oup,P1_species,P1_Ability,P1_AddToControlGroup,P1_Camera,P1_ControlGroup,P1_GetControlGroup,P1_RightClick,P1_Selection,P1_SetControlGr6oup,winner,diff_Ability,diff_AddToControlGroup,diff_Camera,diff_ControlGroup,diff_GetControlGroup,diff_RightClick,diff_Selection,diff_SetControlGr6oup
20524,6.18,Z,32,0,189,0,71,70,128,8,Z,43,5,353,1,203,156,162,2,1,11,5,164,1,132,86,34,-6
20525,8.44,Z,82,1,561,2,160,290,303,8,T,84,0,542,0,699,216,165,7,0,2,-1,-19,-2,539,-74,-138,-1
20526,4.54,T,24,0,342,0,0,26,45,0,T,18,0,333,0,0,13,39,0,0,-6,0,-9,0,0,-13,-6,0
20527,8.52,T,69,0,365,0,320,218,268,7,Z,41,0,374,0,17,86,123,3,0,-28,0,9,0,-303,-132,-145,-4
20528,0,T,0,0,1,0,0,0,0,0,P,4,1,12,0,29,26,33,3,1,4,1,11,0,29,26,33,3
20529,8.34,T,48,6,488,0,53,52,82,1,T,64,0,522,0,472,81,192,5,1,16,-6,34,0,419,29,110,4
20530,8.39,P,39,0,694,0,9,157,62,4,Z,35,0,478,0,10,73,134,2,1,-4,0,-216,0,1,-84,72,-2
20531,9.59,Z,56,0,566,0,48,155,221,6,Z,57,11,323,0,22,158,192,1,1,1,11,-243,0,-26,3,-29,-5
20532,9.29,T,67,5,755,0,28,178,109,2,T,71,10,533,0,32,230,154,6,1,4,5,-222,0,4,52,45,4
20533,9.02,P,62,0,478,0,563,226,120,15,Z,84,1,497,0,35,160,234,3,1,22,1,19,0,-528,-66,114,-12
20534,10,Z,43,0,509,0,23,121,119,0,T,29,0,756,0,5,329,97,1,0,-14,0,247,0,-18,208,-22,1
20535,4.39,T,13,0,297,0,0,56,49,2,T,18,0,342,0,3,62,29,0,0,5,0,45,0,3,6,-20,-2
20536,9.59,P,52,0,440,0,60,165,55,6,T,95,0,504,0,279,237,179,6,1,43,0,64,0,219,72,124,0
20537,2.51,P,11,1,248,0,24,119,25,3,Z,17,1,157,0,110,82,52,3,1,6,0,-91,0,86,-37,27,0
20538,9.59,Z,80,18,319,0,63,271,197,1,Z,78,14,250,2,89,406,221,0,1,-2,-4,-69,2,26,135,24,-1
20539,2.25,Z,10,2,151,0,133,34,89,2,T,13,0,116,0,22,27,14,1,1,3,-2,-35,0,-111,-7,-75,-1
20540,3.56,T,25,0,115,0,57,117,45,8,T,23,0,111,0,237,68,136,10,1,-2,0,-4,0,180,-49,91,2
20541,10.46,Z,73,7,505,0,59,269,403,4,P,60,2,853,0,13,156,103,0,1,-13,-5,348,0,-46,-113,-300,-4
20542,9.07,T,56,0,475,0,2,63,100,7,Z,61,1,930,0,112,132,171,6,0,5,1,455,0,110,69,71,-1
20543,8.51,Z,42,0,201,4,21,162,216,0,T,49,7,166,0,22,173,133,9,1,7,7,-35,-4,1,11,-83,9
20544,9.56,P,36,2,900,0,14,63,72,1,Z,43,0,328,0,128,102,239,4,1,7,-2,-572,0,114,39,167,3
20545,6.11,P,50,0,592,0,246,163,41,5,Z,29,0,205,0,12,239,204,2,0,-21,0,-387,0,-234,76,163,-3
20546,0.24,T,2,0,14,0,0,11,2,0,P,1,0,15,0,0,4,21,0,1,-1,0,1,0,0,-7,19,0
20547,3.27,T,19,3,141,0,0,43,151,1,Z,16,1,114,0,220,66,100,5,1,-3,-2,-27,0,220,23,-51,4
20548,3.49,Z,21,2,136,0,185,91,83,5,Z,19,1,102,0,273,97,73,7,0,-2,-1,-34,0,88,6,-10,2
20549,9.58,P,42,0,549,0,10,117,58,5,T,73,0,376,0,46,153,113,4,1,31,0,-173,0,36,36,55,-1
20550,3.58,T,18,0,260,0,4,55,82,4,T,20,0,137,0,0,44,229,4,1,2,0,-123,0,-4,-11,147,0
20551,3.02,T,17,0,244,0,6,70,25,3,Z,12,0,125,4,11,7,46,0,0,-5,0,-119,4,5,-63,21,-3
20552,7.17,Z,44,8,256,0,46,143,137,3,Z,50,0,351,77,167,216,309,2,1,6,-8,95,77,121,73,172,-1
20553,9.59,T,103,0,314,0,39,432,104,6,Z,40,0,634,0,43,49,125,9,0,-63,0,320,0,4,-383,21,3
20554,9.57,Z,58,0,530,0,20,203,202,7,P,49,0,229,0,27,153,91,5,0,-9,0,-301,0,7,-50,-111,-2
20555,9.58,T,60,0,483,0,183,278,164,11,P,62,0,582,0,10,190,219,8,1,2,0,99,0,-173,-88,55,-3
20556,1.06,Z,6,0,15,0,0,4,17,1,P,8,0,70,0,14,11,5,1,1,2,0,55,0,14,7,-12,0
20557,3.33,T,19,0,111,0,225,89,80,7,T,16,0,194,0,191,116,71,7,1,-3,0,83,0,-34,27,-9,0
20558,8.33,T,53,5,359,8,398,228,203,1,Z,40,0,299,0,47,172,196,1,1,-13,-5,-60,-8,-351,-56,-7,0
20559,7.01,Z,20,0,288,0,0,30,80,0,Z,37,0,149,0,27,37,126,7,1,17,0,-139,0,27,7,46,7
20560,3.48,P,18,0,150,0,3,30,76,1,P,14,0,94,0,0,21,27,0,1,-4,0,-56,0,-3,-9,-49,-1
20561,1.18,Z,3,0,40,0,5,6,27,0,T,5,0,37,0,1,7,29,1,1,2,0,-3,0,-4,1,2,1
20562,10.02,T,85,0,404,0,7,124,218,12,Z,69,4,731,0,56,153,231,4,1,-16,4,327,0,49,29,13,-8
20563,3.21,T,17,6,146,0,2,19,32,2,T,6,0,131,0,0,11,8,0,0,-11,-6,-15,0,-2,-8,-24,-2
20564,2.18,Z,10,0,52,1,220,56,103,4,T,7,0,116,0,117,11,91,0,0,-3,0,64,-1,-103,-45,-12,-4
20565,10.46,T,98,3,611,0,131,207,177,12,Z,82,19,429,0,421,181,365,4,1,-16,16,-182,0,290,-26,188,-8
20566,9.59,P,50,0,393,0,505,329,80,12,T,49,1,421,0,1,45,101,0,0,-1,1,28,0,-504,-284,21,-12
20567,7.3,P,43,8,429,0,184,123,45,1,Z,46,3,204,0,0,67,142,0,0,3,-5,-225,0,-184,-56,97,-1
20568,4.06,Z,20,1,528,0,17,27,47,1,P,22,3,266,4,79,97,90,0,0,2,2,-262,4,62,70,43,-1
20569,9.59,T,116,0,619,0,580,387,125,17,P,75,0,455,0,518,266,163,17,0,-41,0,-164,0,-62,-121,38,0
20570,5.4,T,40,7,386,0,10,120,104,4,P,27,1,431,5,17,112,41,0,0,-13,-6,45,5,7,-8,-63,-4
20571,6.43,T,83,0,276,0,601,223,129,17,T,110,0,244,0,331,216,156,16,1,27,0,-32,0,-270,-7,27,-1
20572,3.57,T,19,1,227,0,1,47,38,0,P,14,0,209,0,5,80,18,2,1,-5,-1,-18,0,4,33,-20,2
20573,6.48,Z,29,0,129,0,6,37,83,1,T,45,0,303,0,257,227,54,1,0,16,0,174,0,251,190,-29,0
20574,9.59,Z,63,3,822,0,209,241,335,0,T,72,1,452,0,145,276,216,3,0,9,-2,-370,0,-64,35,-119,3
20575,2.46,Z,11,1,187,0,0,11,40,0,Z,7,1,78,0,0,21,107,0,0,-4,0,-109,0,0,10,67,0
20576,9.58,P,61,6,458,0,581,291,175,4,Z,61,3,515,0,153,135,232,4,1,0,-3,57,0,-428,-156,57,0
20577,9.54,T,24,0,283,0,0,35,46,0,Z,39,0,495,0,8,65,116,3,1,15,0,212,0,8,30,70,3
20578,2.29,P,11,1,98,0,16,28,16,0,T,9,2,124,0,0,10,15,0,0,-2,1,26,0,-16,-18,-1,0
20579,3.14,Z,11,0,230,0,10,45,56,2,Z,12,0,100,0,6,7,36,0,1,1,0,-130,0,-4,-38,-20,-2
20580,10.34,Z,77,9,401,0,166,402,520,2,Z,90,7,383,1,258,322,257,10,1,13,-2,-18,1,92,-80,-263,8
20581,3.15,T,15,3,194,0,75,43,98,0,T,10,0,112,0,0,44,37,1,0,-5,-3,-82,0,-75,1,-61,1
20582,2.16,Z,17,1,147,0,290,75,61,7,P,9,1,47,0,3,55,12,0,0,-8,0,-100,0,-287,-20,-49,-7
20583,3.57,Z,11,0,98,0,10,21,40,1,T,17,3,125,0,5,78,53,2,0,6,3,27,0,-5,57,13,1
20584,10.18,T,104,0,591,0,285,316,103,12,T,100,5,575,0,102,395,191,1,1,-4,5,-16,0,-183,79,88,-11
20585,6.47,Z,37,6,475,0,139,133,113,4,Z,56,2,427,0,295,174,384,4,1,19,-4,-48,0,156,41,271,0
20586,9.59,P,50,0,1025,0,29,109,66,2,P,39,0,907,0,5,207,55,2,1,-11,0,-118,0,-24,98,-11,0
20587,6.27,T,62,4,276,0,316,280,98,4,P,67,0,347,0,191,256,161,8,0,5,-4,71,0,-125,-24,63,4
20588,9.59,Z,78,5,766,0,363,357,371,12,T,117,0,626,0,57,204,175,13,1,39,-5,-140,0,-306,-153,-196,1
20589,9.59,P,49,0,436,0,0,185,105,0,T,54,0,643,0,10,117,94,2,0,5,0,207,0,10,-68,-11,2
20590,9.56,T,51,3,548,0,29,22,36,0,T,22,0,268,0,1,20,29,0,0,-29,-3,-280,0,-28,-2,-7,0
20591,9.58,T,93,8,387,0,130,189,228,3,Z,48,3,787,0,38,227,151,0,0,-45,-5,400,0,-92,38,-77,-3
20592,9.59,T,142,4,450,0,879,185,255,10,P,109,7,435,0,638,395,103,15,1,-33,3,-15,0,-241,210,-152,5
20593,10.02,Z,77,2,507,0,68,96,224,1,T,84,0,446,0,235,162,109,10,0,7,-2,-61,0,167,66,-115,9
20594,9.59,T,59,5,655,0,11,105,108,0,T,55,0,940,0,3,108,83,3,1,-4,-5,285,0,-8,3,-25,3
20595,6.43,T,46,0,626,0,91,116,83,9,T,40,0,294,0,301,167,48,13,0,-6,0,-332,0,210,51,-35,4
20596,8.1,P,67,1,292,0,438,115,57,11,Z,77,3,370,0,322,218,337,6,0,10,2,78,0,-116,103,280,-5
20597,9.12,T,62,0,612,0,45,209,123,5,T,59,5,412,0,6,198,307,3,0,-3,5,-200,0,-39,-11,184,-2
20598,8.05,T,49,5,516,0,63,49,39,2,P,22,0,152,0,0,12,24,0,0,-27,-5,-364,0,-63,-37,-15,-2
20599,9.58,Z,45,1,411,0,33,184,178,0,P,64,0,542,16,530,272,134,2,1,19,-1,131,16,497,88,-44,2
20600,5.52,T,26,2,346,0,34,89,43,3,T,29,0,186,0,6,21,41,0,1,3,-2,-160,0,-28,-68,-2,-3
20601,9.59,Z,66,4,384,0,373,121,274,22,T,59,0,730,0,13,341,141,9,1,-7,-4,346,0,-360,220,-133,-13
20602,7.45,P,44,3,430,0,8,239,48,1,T,57,0,513,0,278,180,85,6,1,13,-3,83,0,270,-59,37,5
20603,9.59,T,32,0,724,0,0,185,136,0,T,60,0,641,0,2,161,97,4,1,28,0,-83,0,2,-24,-39,4
20604,4.45,Z,19,1,335,0,23,34,61,4,Z,27,10,73,0,32,104,73,0,1,8,9,-262,0,9,70,12,-4
20605,9.01,T,98,4,437,0,595,277,107,13,Z,66,2,259,0,152,166,245,5,0,-32,-2,-178,0,-443,-111,138,-8
20606,3.57,T,12,2,226,0,1,50,136,0,T,29,0,152,0,156,101,28,5,1,17,-2,-74,0,155,51,-108,5
20607,5.49,P,42,3,248,0,142,169,28,2,T,48,0,326,0,69,127,70,6,0,6,-3,78,0,-73,-42,42,4
20608,5.12,Z,25,3,302,0,41,123,82,6,T,24,0,359,0,11,24,63,2,1,-1,-3,57,0,-30,-99,-19,-4
20609,9.59,Z,80,4,716,0,59,294,277,0,T,87,0,1206,0,96,184,133,11,0,7,-4,490,0,37,-110,-144,11
20610,9.58,T,65,0,533,0,268,137,88,6,T,45,4,426,0,2,112,57,0,0,-20,4,-107,0,-266,-25,-31,-6
20611,10,Z,76,0,611,0,456,319,255,25,T,101,4,524,0,213,245,165,6,0,25,4,-87,0,-243,-74,-90,-19
20612,9.19,T,65,0,621,0,152,114,104,4,Z,66,0,232,0,26,97,195,2,0,1,0,-389,0,-126,-17,91,-2
20613,9.59,T,118,0,558,0,145,404,118,15,Z,76,7,473,0,271,215,228,3,1,-42,7,-85,0,126,-189,110,-12
20614,9.59,Z,97,3,509,0,469,198,341,7,T,166,6,538,0,428,511,282,5,1,69,3,29,0,-41,313,-59,-2
20615,8.24,Z,46,2,638,0,29,51,113,0,T,59,6,613,0,34,102,87,1,1,13,4,-25,0,5,51,-26,1
20616,3.59,Z,17,1,187,0,19,55,58,3,Z,13,0,84,0,5,51,70,4,1,-4,-1,-103,0,-14,-4,12,1
20617,6.48,T,40,0,780,0,82,91,47,6,Z,32,0,845,0,20,70,94,1,0,-8,0,65,0,-62,-21,47,-5
20618,0.45,T,3,0,3,0,34,5,19,2,T,3,0,17,0,48,10,3,3,1,0,0,14,0,14,5,-16,1
20619,6.52,T,49,0,193,0,178,115,200,3,T,45,0,417,0,0,125,83,3,1,-4,0,224,0,-178,10,-117,0
20620,9.59,Z,140,3,834,5,363,482,354,27,T,139,4,678,0,489,283,152,13,0,-1,1,-156,-5,126,-199,-202,-14
20621,9.55,P,28,0,689,0,0,40,22,0,T,39,0,294,0,1,128,83,0,0,11,0,-395,0,1,88,61,0
20622,9.41,P,48,0,213,0,21,447,52,7,T,69,4,302,0,22,166,110,0,0,21,4,89,0,1,-281,58,-7
20623,9.59,P,41,0,611,0,16,54,69,2,P,41,0,473,0,62,425,101,6,1,0,0,-138,0,46,371,32,4
20624,9.59,T,47,0,548,0,14,37,87,7,T,52,0,603,0,10,117,93,6,1,5,0,55,0,-4,80,6,-1
20625,5.33,Z,32,0,253,0,190,105,188,11,Z,35,2,319,0,58,84,85,11,0,3,2,66,0,-132,-21,-103,0
20626,5.15,T,25,0,386,0,0,42,54,1,T,39,1,255,0,390,102,44,3,1,14,1,-131,0,390,60,-10,2
20627,8.13,Z,66,6,607,0,88,154,189,5,T,68,5,299,0,373,101,246,1,1,2,-1,-308,0,285,-53,57,-4
20628,10.12,T,65,0,141,0,57,67,52,3,P,48,0,526,0,0,72,78,0,0,-17,0,385,0,-57,5,26,-3
20629,9.59,Z,50,0,336,0,39,147,173,4,P,47,0,606,0,0,165,125,0,0,-3,0,270,0,-39,18,-48,-4
20630,8.52,T,91,0,495,0,287,240,108,16,T,82,0,416,0,447,279,119,22,0,-9,0,-79,0,160,39,11,6
20631,9.59,Z,64,4,494,0,92,72,170,0,Z,50,2,596,0,45,110,176,1,1,-14,-2,102,0,-47,38,6,1
20632,5.21,P,39,1,195,0,390,180,174,4,P,28,0,195,0,55,124,122,2,0,-11,-1,0,0,-335,-56,-52,-2
20633,10.15,Z,88,0,462,19,367,234,353,6,T,111,10,393,0,454,269,208,2,0,23,10,-69,-19,87,35,-145,-4
20634,9.58,Z,48,0,866,0,31,103,141,4,T,58,0,686,0,2,139,76,3,1,10,0,-180,0,-29,36,-65,-1
20635,9.59,T,44,0,335,0,3,111,102,4,Z,49,4,167,0,3,28,161,0,1,5,4,-168,0,0,-83,59,-4
20636,6.09,Z,31,4,205,0,63,105,126,0,T,44,2,326,0,269,84,66,3,1,13,-2,121,0,206,-21,-60,3
20637,7.49,Z,23,1,349,0,14,53,101,0,T,47,10,290,0,13,75,94,0,1,24,9,-59,0,-1,22,-7,0
20638,7.43,Z,63,5,262,0,144,130,211,12,T,87,4,405,0,625,158,135,14,1,24,-1,143,0,481,28,-76,2
20639,0.28,P,2,0,31,0,0,18,1,3,T,0,0,1,0,0,0,0,0,0,-2,0,-30,0,0,-18,-1,-3
20640,9.59,P,43,0,891,0,0,87,114,0,T,58,0,676,0,14,151,93,4,0,15,0,-215,0,14,64,-21,4
20641,2.23,T,8,0,227,20,73,19,56,0,T,11,0,120,0,108,88,26,3,0,3,0,-107,-20,35,69,-30,3
20642,10.4,Z,62,0,667,0,170,317,356,8,P,83,4,924,0,57,281,193,9,0,21,4,257,0,-113,-36,-163,1
20643,8.21,T,80,0,563,0,103,352,236,7,T,52,0,724,0,18,185,71,6,1,-28,0,161,0,-85,-167,-165,-1
20644,6.23,T,42,1,492,0,3,110,79,5,P,17,0,336,0,0,37,22,0,0,-25,-1,-156,0,-3,-73,-57,-5
20645,9.55,P,54,11,607,0,66,167,96,2,T,101,0,638,0,40,153,246,16,1,47,-11,31,0,-26,-14,150,14
20646,9.59,Z,66,0,271,0,37,99,251,3,T,93,0,520,0,92,140,125,12,1,27,0,249,0,55,41,-126,9
20647,9.56,T,47,0,574,0,0,19,54,0,T,64,6,451,0,111,146,89,0,1,17,6,-123,0,111,127,35,0
20648,9.59,P,69,0,728,0,6,266,123,0,T,67,4,785,0,38,213,175,7,1,-2,4,57,0,32,-53,52,7
20649,10.15,Z,104,0,517,0,136,263,413,17,Z,81,4,640,0,136,367,381,4,0,-23,4,123,0,0,104,-32,-13
20650,1.06,P,6,0,47,0,19,33,27,4,Z,6,0,56,0,39,12,56,2,1,0,0,9,0,20,-21,29,-2
20651,9.59,T,77,0,511,0,42,157,77,8,T,98,7,548,0,214,173,162,1,0,21,7,37,0,172,16,85,-7
20652,5.55,T,53,2,286,31,160,153,164,6,Z,39,6,265,0,136,215,252,1,0,-14,4,-21,-31,-24,62,88,-5
20653,7.43,Z,43,7,294,0,19,143,120,10,P,39,4,637,0,36,112,66,1,1,-4,-3,343,0,17,-31,-54,-9
20654,9.43,P,148,9,451,0,307,443,169,15,T,113,6,667,0,907,297,135,14,1,-35,-3,216,0,600,-146,-34,-1
20655,5.54,Z,33,1,283,0,24,149,101,1,Z,26,0,282,0,20,156,135,2,0,-7,-1,-1,0,-4,7,34,1
20656,3.48,T,27,0,259,0,48,76,137,5,T,16,0,128,0,364,59,104,9,1,-11,0,-131,0,316,-17,-33,4
20657,9.55,T,97,2,433,0,214,409,167,1,T,125,3,545,0,37,369,116,1,1,28,1,112,0,-177,-40,-51,0
20658,2.38,T,13,0,69,0,185,79,53,2,T,14,0,76,0,1,78,57,1,1,1,0,7,0,-184,-1,4,-1
20659,10.28,T,108,4,524,0,280,198,195,14,T,108,0,445,0,653,257,199,19,0,0,-4,-79,0,373,59,4,5
20660,4.07,P,26,0,46,0,135,53,208,1,T,27,0,123,0,289,113,117,13,0,1,0,77,0,154,60,-91,12
20661,4.58,Z,29,0,191,0,95,179,321,6,Z,37,2,288,8,107,211,131,0,1,8,2,97,8,12,32,-190,-6
20662,9.59,T,51,12,414,1,420,146,53,5,T,82,0,542,0,9,90,94,2,0,31,-12,128,-1,-411,-56,41,-3
20663,9.59,T,95,5,629,0,129,290,157,6,Z,70,6,329,0,80,124,178,0,1,-25,1,-300,0,-49,-166,21,-6
20664,9.59,Z,77,0,383,0,133,254,355,3,T,117,3,555,0,539,196,173,6,0,40,3,172,0,406,-58,-182,3
20665,7.35,Z,35,2,241,0,21,240,172,0,P,36,0,708,0,2,137,47,0,0,1,-2,467,0,-19,-103,-125,0
20666,7.3,T,46,4,207,0,166,106,50,2,P,34,0,328,0,1,39,30,2,1,-12,-4,121,0,-165,-67,-20,0
20667,9.47,T,82,0,482,0,344,261,98,4,T,75,5,466,0,701,224,261,7,0,-7,5,-16,0,357,-37,163,3
20668,5.36,T,48,6,196,0,54,168,98,1,Z,26,0,229,0,0,60,75,0,0,-22,-6,33,0,-54,-108,-23,-1
20669,6.24,Z,35,0,504,0,51,215,208,4,P,47,1,352,16,120,127,133,6,0,12,1,-152,16,69,-88,-75,2
20670,2.06,Z,7,2,9,0,272,14,13,0,Z,9,1,87,0,0,29,40,0,0,2,-1,78,0,-272,15,27,0
20671,7.03,P,53,0,476,0,203,300,281,5,T,96,0,376,0,221,267,156,39,1,43,0,-100,0,18,-33,-125,34
20672,6.37,T,34,0,413,0,6,84,62,2,Z,29,0,139,0,3,134,131,0,0,-5,0,-274,0,-3,50,69,-2
20673,9.28,T,67,2,891,0,5,169,92,0,P,50,0,472,0,2,134,74,1,0,-17,-2,-419,0,-3,-35,-18,1
20674,10.58,T,99,6,324,0,675,184,112,19,Z,67,0,329,0,24,169,211,3,0,-32,-6,5,0,-651,-15,99,-16
20675,4.42,Z,15,0,285,0,22,40,65,1,T,43,0,317,0,1,151,202,4,1,28,0,32,0,-21,111,137,3
20676,3.26,Z,22,2,205,0,117,118,113,3,P,18,1,177,0,96,61,70,7,0,-4,-1,-28,0,-21,-57,-43,4
20677,4.21,P,18,1,292,0,63,52,17,5,P,17,0,194,0,7,88,19,3,0,-1,-1,-98,0,-56,36,2,-2
20678,7.19,P,42,0,422,0,0,188,245,0,T,43,4,284,0,79,148,110,0,0,1,4,-138,0,79,-40,-135,0
20679,7.05,P,25,0,243,0,1,94,35,1,T,45,0,392,0,4,94,66,2,0,20,0,149,0,3,0,31,1
20680,9.58,Z,47,1,504,0,53,145,204,3,T,30,0,449,0,0,18,62,0,0,-17,-1,-55,0,-53,-127,-142,-3
20681,1.3,Z,4,0,81,0,0,7,22,0,P,4,0,14,0,3,3,2,2,1,0,0,-67,0,3,-4,-20,2
20682,9.58,Z,94,15,367,0,304,224,439,1,T,110,6,466,0,124,191,333,3,0,16,-9,99,0,-180,-33,-106,2
20683,4.08,T,25,0,258,0,0,105,67,1,P,17,0,128,0,121,80,50,4,0,-8,0,-130,0,121,-25,-17,3
20684,1.06,P,6,0,72,0,0,13,24,1,P,8,0,31,0,2,21,8,4,1,2,0,-41,0,2,8,-16,3
20685,3.5,T,19,2,171,1,354,54,120,6,T,12,0,214,0,0,32,24,1,0,-7,-2,43,-1,-354,-22,-96,-5
20686,4.2,P,17,1,262,0,5,127,36,1,Z,20,2,248,0,150,144,149,2,0,3,1,-14,0,145,17,113,1
20687,4.51,T,32,0,156,0,393,101,133,2,T,22,0,181,0,97,49,41,7,0,-10,0,25,0,-296,-52,-92,5
20688,10.2,P,66,0,710,0,74,458,139,5,T,77,0,484,0,143,196,159,6,1,11,0,-226,0,69,-262,20,1
20689,9.55,Z,57,5,1060,0,34,143,138,0,Z,53,4,156,52,194,192,268,5,0,-4,-1,-904,52,160,49,130,5
20690,9.59,Z,71,4,614,0,38,110,230,3,T,112,0,518,0,458,321,124,5,0,41,-4,-96,0,420,211,-106,2
20691,9.31,T,30,0,613,0,0,88,92,0,P,37,0,407,0,84,102,47,7,1,7,0,-206,0,84,14,-45,7
20692,9.26,T,43,0,959,0,35,116,120,2,T,38,0,593,0,1,51,70,8,0,-5,0,-366,0,-34,-65,-50,6
20693,8.51,Z,67,7,506,8,234,226,280,11,Z,70,15,651,0,219,371,320,15,0,3,8,145,-8,-15,145,40,4
20694,9.15,P,63,0,412,0,51,219,172,2,Z,82,1,463,0,140,240,335,8,0,19,1,51,0,89,21,163,6
20695,9.59,T,103,1,466,0,784,189,195,13,T,99,0,405,0,171,287,156,21,0,-4,-1,-61,0,-613,98,-39,8
20696,4.36,T,39,1,188,0,440,140,99,14,T,27,0,190,0,413,123,148,9,1,-12,-1,2,0,-27,-17,49,-5
20697,5.22,Z,33,2,426,0,118,120,94,7,P,31,1,330,0,199,114,48,3,1,-2,-1,-96,0,81,-6,-46,-4
20698,9.56,Z,59,5,251,0,64,222,190,2,T,75,1,416,0,588,291,242,11,1,16,-4,165,0,524,69,52,9
20699,9.59,T,98,2,430,0,278,228,300,10,T,121,1,307,0,575,349,216,11,0,23,-1,-123,0,297,121,-84,1
20700,2.35,Z,9,4,20,0,115,10,124,0,Z,7,3,99,0,8,38,39,2,0,-2,-1,79,0,-107,28,-85,2
20701,7.18,T,47,2,359,0,465,258,81,4,T,55,1,496,0,75,149,132,2,1,8,-1,137,0,-390,-109,51,-2
20702,2.51,T,9,0,123,0,0,6,11,0,Z,13,2,64,0,7,21,37,0,1,4,2,-59,0,7,15,26,0
20703,6.33,Z,41,8,162,0,222,172,298,3,Z,60,8,289,0,271,149,219,2,1,19,0,127,0,49,-23,-79,-1
20704,6.38,Z,39,1,233,0,12,159,124,2,Z,41,1,473,0,23,225,125,3,1,2,0,240,0,11,66,1,1
20705,10.19,T,88,0,623,0,141,346,269,6,P,59,0,611,0,20,249,147,8,0,-29,0,-12,0,-121,-97,-122,2
20706,6.07,T,54,0,365,0,93,169,73,5,Z,38,5,206,0,103,57,154,3,1,-16,5,-159,0,10,-112,81,-2
20707,5.11,T,24,0,203,1,69,67,115,15,P,23,0,313,0,18,168,61,4,1,-1,0,110,-1,-51,101,-54,-11
20708,8.04,Z,40,6,414,0,51,167,241,5,T,57,0,316,0,594,215,270,14,1,17,-6,-98,0,543,48,29,9
20709,9.58,Z,54,0,320,0,35,187,248,3,Z,64,0,222,0,80,137,190,4,0,10,0,-98,0,45,-50,-58,1
20710,4.49,T,29,1,361,0,16,78,30,6,T,31,3,300,0,4,101,90,3,1,2,2,-61,0,-12,23,60,-3
20711,9.59,P,46,1,486,0,8,176,83,4,P,60,4,415,0,62,208,65,1,1,14,3,-71,0,54,32,-18,-3
20712,8.13,P,53,0,446,0,31,145,49,4,T,68,3,871,0,82,204,107,2,1,15,3,425,0,51,59,58,-2
20713,5.26,T,51,4,363,0,216,98,112,5,T,36,0,454,0,104,103,250,6,0,-15,-4,91,0,-112,5,138,1
20714,9.56,T,75,5,503,0,55,222,160,1,P,54,2,824,0,35,159,100,2,0,-21,-3,321,0,-20,-63,-60,1
20715,10.47,Z,53,3,388,0,24,106,185,2,P,66,6,604,0,69,161,94,3,0,13,3,216,0,45,55,-91,1
20716,8.14,T,34,4,289,0,13,61,54,0,P,34,0,273,0,8,104,63,4,0,0,-4,-16,0,-5,43,9,4
20717,9.59,Z,68,7,386,0,87,316,200,7,T,88,6,701,0,45,216,114,6,0,20,-1,315,0,-42,-100,-86,-1
20718,9.59,P,60,0,1200,0,15,85,69,11,Z,61,12,483,0,55,128,152,0,1,1,12,-717,0,40,43,83,-11
20719,8.53,T,91,2,466,0,277,311,138,15,T,114,8,506,0,300,340,163,46,0,23,6,40,0,23,29,25,31
20720,5.15,P,51,0,182,0,147,178,77,6,P,50,0,202,0,159,217,148,4,1,-1,0,20,0,12,39,71,-2
20721,5.02,T,45,0,316,0,252,134,80,10,T,24,0,272,0,0,48,96,3,1,-21,0,-44,0,-252,-86,16,-7
20722,9.36,P,53,0,323,0,75,183,155,4,Z,68,7,455,0,35,120,194,0,0,15,7,132,0,-40,-63,39,-4
20723,8.26,Z,54,1,475,0,625,162,280,5,T,47,0,483,0,143,238,130,3,0,-7,-1,8,0,-482,76,-150,-2
20724,3.42,T,17,0,317,0,0,11,33,0,P,13,0,169,0,0,30,28,0,1,-4,0,-148,0,0,19,-5,0
20725,4.12,T,14,0,85,0,6,8,23,2,P,12,0,269,0,0,16,14,0,0,-2,0,184,0,-6,8,-9,-2
20726,5.21,Z,32,1,532,0,104,158,181,5,T,52,0,199,0,638,147,128,8,1,20,-1,-333,0,534,-11,-53,3
20727,6.4,P,48,3,351,0,135,171,62,4,P,26,0,275,0,15,36,37,4,0,-22,-3,-76,0,-120,-135,-25,0
20728,10.32,P,31,0,578,0,0,154,71,0,T,79,8,624,0,79,118,82,8,1,48,8,46,0,79,-36,11,8
20729,6.07,P,30,0,424,0,4,79,36,2,P,24,1,445,0,2,82,49,3,0,-6,1,21,0,-2,3,13,1
20730,3.27,Z,17,4,407,0,11,65,33,0,Z,9,2,73,0,4,14,57,0,1,-8,-2,-334,0,-7,-51,24,0
20731,9.53,Z,56,2,760,0,464,332,215,7,P,46,0,566,0,57,180,67,5,1,-10,-2,-194,0,-407,-152,-148,-2
20732,9.59,P,72,0,579,0,27,216,127,6,P,67,0,452,0,10,250,91,3,0,-5,0,-127,0,-17,34,-36,-3
20733,9.58,Z,83,0,460,0,286,459,431,24,T,123,2,498,0,688,160,208,10,1,40,2,38,0,402,-299,-223,-14
20734,2.06,T,6,0,126,0,0,12,11,0,Z,6,0,93,0,14,61,27,3,0,0,0,-33,0,14,49,16,3
